Version,ImageSource,GpsStatus,AltitudeType,GpsLatitude,GpsLongitude,AbsoluteAltitude,RelativeAltitude,GimbalRollDegree,GimbalYawDegree,GimbalPitchDegree,FlightRollDegree,FlightYawDegree,FlightPitchDegree,FlightXSpeed,FlightYSpeed,FlightZSpeed,CamReverse,GimbalReverse,SelfData,RtkFlag,RtkStdLon,RtkStdLat,RtkStdHgt,RtkDiffAge,NTRIPMountPoint,NTRIPPort,NTRIPHost,SurveyingMode,DewarpFlag,DewarpData,CalibratedFocalLength,CalibratedOpticalCenterX,CalibratedOpticalCenterY,UTCAtExposure,ShutterType,CameraSerialNumber,DroneModel,DroneSerialNumber,CaptureUUID,RelativeOpticalCenterX,RelativeOpticalCenterY,DewarpHMatrix,CalibratedHMatrix,VignettingFlag,VignettingData,LS_type,LS_status,Package_idx,Cfg_cnt,RawData,BandName,BandFreq,Irradiance,SensorGain,ExposureTime,SensorGainAdjustment,SensorIndex,BlackLevel,DroneID,RigCameraIndex,img_id
1.6,MS_R_CAMERA,RTK,RtkAlt,-36.805535335,+174.739759109,+94.530,+50.370,+0.00,+97.90,-89.90,+6.10,+97.90,+2.20,-0.6,4.4,0.0,0,0,,50,0.01209,0.01157,0.02462,1.80000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2185.320068359375,2188.100097656250,3.239990234375,-21.327026367188,0.005409639794,-0.041799500585,-0.001311820000,-0.001172650023,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:38:25.776511,Electronic,5J2O3ARRC7L0CC,M3M,1581F5FKD238100D5238,c2364e4fa1c448adb9985322ea5a5abc,25.270020,5.766968,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922707e-01,1.418118e-02,-8.510752e+00,-1.547667e-02,9.896930e-01,5.574044e+01,1.762008e-07,-1.117101e-06,1.000000e+00",0,"-0.000130952, 1.701803e-06, -4.943783e-09, 7.963970e-12, -5.783830e-15, 1.597196e-18",1,2,245,1,14374.000 12223.000 14405.000 12635.000,Red,650(+/-16)nm,18121.521,1.575,1953,0.571341,2,3200,1581F5FKD238100D5238,2,20250919113806_0060
1.6,MS_RE_CAMERA,RTK,RtkAlt,-36.805521950,+174.737753203,+97.637,+53.462,+0.00,+86.10,-45.00,+7.00,+85.90,-1.30,0.2,4.4,0.2,0,0,,50,0.01211,0.01174,0.02464,1.20000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2190.280029296875,2193.790039062500,8.489990234375,2.867980957031,0.009405629709,-0.046353500336,-0.001809429959,-0.000621274987,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:41:22.189950,Electronic,5J3O3AREC7L09V,M3M,1581F5FKD238100D5238,64ffb824857048afbe9382e974725c0b,30.520020,29.961975,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.886557e-01,1.059631e-02,-6.073367e+00,-1.313557e-02,9.853198e-01,3.568872e+01,-7.070796e-08,-1.889613e-06,1.000000e+00",0,"-0.000102463, 1.435802e-06, -4.019951e-09, 6.727129e-12, -5.008908e-15, 1.409827e-18",1,2,167,1,13755.000 11671.000 13682.000 12004.000,RedEdge,730(+/-16)nm,14500.918,1.874,1953,0.759301,3,3200,1581F5FKD238100D5238,3,20250919114103_0143
1.6,MS_R_CAMERA,RTK,RtkAlt,-36.805506692,+174.737572545,+98.828,+54.670,+0.00,+97.90,-89.90,+3.30,+98.10,-0.30,-0.6,4.3,0.2,0,0,,50,0.01216,0.01160,0.02481,1.80000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2185.320068359375,2188.100097656250,3.239990234375,-21.327026367188,0.005409639794,-0.041799500585,-0.001311820000,-0.001172650023,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:39:59.695812,Electronic,5J2O3ARRC7L0CC,M3M,1581F5FKD238100D5238,58aa16045b4b436fbda89c4fbd48f8f8,25.270020,5.766968,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922707e-01,1.418118e-02,-8.510752e+00,-1.547667e-02,9.896930e-01,5.574044e+01,1.762008e-07,-1.117101e-06,1.000000e+00",0,"-0.000130952, 1.701803e-06, -4.943783e-09, 7.963970e-12, -5.783830e-15, 1.597196e-18",1,2,220,1,14698.000 12508.000 14697.000 12883.000,Red,650(+/-16)nm,17455.672,2.265,1953,0.571341,2,3200,1581F5FKD238100D5238,2,20250919113940_0106
1.6,MS_G_CAMERA,RTK,RtkAlt,-36.805250804,+174.738186253,+105.269,+61.097,+0.00,-82.70,-89.90,-9.70,-82.00,-6.70,0.5,-4.2,-0.4,0,0,,50,0.01225,0.01178,0.02478,1.20000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2181.139892578125,2183.000000000000,10.550048828125,2.455017089844,0.007797109894,-0.043786898255,-0.001427249983,-0.000858979009,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:39:25.001847,Electronic,5HZO3AGGC630DE,M3M,1581F5FKD238100D5238,df0fe7c9c1644579bd06f172ae166b68,32.580078,29.549011,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922765e-01,1.110543e-02,-1.126713e+01,-1.325014e-02,9.908519e-01,2.789460e+01,-5.049450e-07,-1.265397e-06,1.000000e+00",0,"-0.000151862, 1.791861e-06, -5.125924e-09, 8.050445e-12, -5.708480e-15, 1.538213e-18",1,2,135,1,13949.000 11853.000 13644.000 11894.000,Green,560(+/-16)nm,20727.326,1.853,1953,0.512913,1,3200,1581F5FKD238100D5238,1,20250919113906_0089
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805494196,+174.738438156,+96.133,+51.993,+0.00,-82.70,-89.90,-11.10,-82.00,-9.00,0.6,-4.3,-0.4,0,0,,50,0.01225,0.01174,0.02486,1.20000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:37:06.158973,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,7e3d2c89a6f94732bf62b8e17b02324c,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,50,1,14247.000 12125.000 13969.000 12225.000,NIR,860(+/-26)nm,14208.620,1.000,1724,0.917817,4,3200,1581F5FKD238100D5238,4,20250919113647_0021
1.6,MS_G_CAMERA,RTK,RtkAlt,-36.805340195,+174.738989292,+98.865,+54.741,+0.00,-82.60,-89.90,-8.90,-81.90,-11.20,0.6,-4.3,-0.3,0,0,,50,0.01217,0.01159,0.02468,1.80000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2181.139892578125,2183.000000000000,10.550048828125,2.455017089844,0.007797109894,-0.043786898255,-0.001427249983,-0.000858979009,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:39:08.638603,Electronic,5HZO3AGGC630DE,M3M,1581F5FKD238100D5238,b9cbb2786a7c44aab9fffb4f1c87ca0e,32.580078,29.549011,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922765e-01,1.110543e-02,-1.126713e+01,-1.325014e-02,9.908519e-01,2.789460e+01,-5.049450e-07,-1.265397e-06,1.000000e+00",0,"-0.000151862, 1.791861e-06, -5.125924e-09, 8.050445e-12, -5.708480e-15, 1.538213e-18",1,2,95,1,14270.000 12139.000 14000.000 12225.000,Green,560(+/-16)nm,20994.373,1.957,1953,0.512913,1,3200,1581F5FKD238100D5238,1,20250919113849_0081
1.6,MS_G_CAMERA,RTK,RtkAlt,-36.805438371,+174.737188178,+100.437,+56.272,+180.00,-20.60,-90.00,-9.10,+155.40,+0.30,-3.4,2.4,-0.1,0,0,,50,0.01208,0.01164,0.02461,1.60000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2181.139892578125,2183.000000000000,10.550048828125,2.455017089844,0.007797109894,-0.043786898255,-0.001427249983,-0.000858979009,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:39:51.559852,Electronic,5HZO3AGGC630DE,M3M,1581F5FKD238100D5238,cc5ff4d486fd4f78be3d91499fb164d0,32.580078,29.549011,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922765e-01,1.110543e-02,-1.126713e+01,-1.325014e-02,9.908519e-01,2.789460e+01,-5.049450e-07,-1.265397e-06,1.000000e+00",0,"-0.000151862, 1.791861e-06, -5.125924e-09, 8.050445e-12, -5.708480e-15, 1.538213e-18",1,2,200,1,19226.000 16491.000 19328.000 16963.000,Green,560(+/-16)nm,20834.957,1.550,1953,0.512913,1,3200,1581F5FKD238100D5238,1,20250919113932_0102
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805612652,+174.737546675,+99.470,+55.322,+180.00,+97.80,-90.00,-7.10,-82.00,-4.10,0.5,-4.3,-0.3,0,0,,50,0.01216,0.01172,0.02471,5.80000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:40:48.692928,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,5349b9c6db58472389db336750bbb66e,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,84,1,14546.000 12366.000 14237.000 12409.000,NIR,860(+/-26)nm,13807.963,1.010,1381,0.917817,4,3200,1581F5FKD238100D5238,4,20250919114029_0130
1.6,MS_G_CAMERA,RTK,RtkAlt,-36.805563098,+174.738072918,+96.580,+52.412,+0.00,+97.90,-89.90,+4.00,+98.00,-1.20,-0.6,4.2,0.1,0,0,,50,0.01209,0.01164,0.02466,1.00000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2181.139892578125,2183.000000000000,10.550048828125,2.455017089844,0.007797109894,-0.043786898255,-0.001427249983,-0.000858979009,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:40:09.917400,Electronic,5HZO3AGGC630DE,M3M,1581F5FKD238100D5238,375d766dcc824469b2f5e8e643d6b5b1,32.580078,29.549011,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922765e-01,1.110543e-02,-1.126713e+01,-1.325014e-02,9.908519e-01,2.789460e+01,-5.049450e-07,-1.265397e-06,1.000000e+00",0,"-0.000151862, 1.791861e-06, -5.125924e-09, 8.050445e-12, -5.708480e-15, 1.538213e-18",1,2,245,1,14218.000 12084.000 14201.000 12440.000,Green,560(+/-16)nm,20274.348,2.828,1953,0.512913,1,3200,1581F5FKD238100D5238,1,20250919113950_0111
1.6,MS_G_CAMERA,RTK,RtkAlt,-36.805535175,+174.737550528,+98.291,+54.100,+0.00,+86.10,-44.90,+2.20,+85.50,-1.00,0.2,4.3,0.1,0,0,,50,0.01212,0.01168,0.02466,1.20000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2181.139892578125,2183.000000000000,10.550048828125,2.455017089844,0.007797109894,-0.043786898255,-0.001427249983,-0.000858979009,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:41:18.055150,Electronic,5HZO3AGGC630DE,M3M,1581F5FKD238100D5238,c71f417bbd8d4085b7807b1287e39242,32.580078,29.549011,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922765e-01,1.110543e-02,-1.126713e+01,-1.325014e-02,9.908519e-01,2.789460e+01,-5.049450e-07,-1.265397e-06,1.000000e+00",0,"-0.000151862, 1.791861e-06, -5.125924e-09, 8.050445e-12, -5.708480e-15, 1.538213e-18",1,2,156,1,14448.000 12284.000 14408.000 12646.000,Green,560(+/-16)nm,20451.236,2.417,1953,0.512913,1,3200,1581F5FKD238100D5238,1,20250919114059_0141
1.6,MS_RE_CAMERA,RTK,RtkAlt,-36.805608996,+174.738470951,+96.302,+52.135,+180.00,-82.10,-90.00,+4.00,+98.00,-2.10,-0.5,4.3,0.0,0,0,,50,0.01212,0.01165,0.02466,1.20000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2190.280029296875,2193.790039062500,8.489990234375,2.867980957031,0.009405629709,-0.046353500336,-0.001809429959,-0.000621274987,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:40:18.082291,Electronic,5J3O3AREC7L09V,M3M,1581F5FKD238100D5238,6cd19a5d2aa74d67a9e258f377d1a9e3,30.520020,29.961975,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.886557e-01,1.059631e-02,-6.073367e+00,-1.313557e-02,9.853198e-01,3.568872e+01,-7.070796e-08,-1.889613e-06,1.000000e+00",0,"-0.000102463, 1.435802e-06, -4.019951e-09, 6.727129e-12, -5.008908e-15, 1.409827e-18",1,2,9,1,14977.000 12742.000 14973.000 13121.000,RedEdge,730(+/-16)nm,14317.814,1.255,1953,0.759301,3,3200,1581F5FKD238100D5238,3,20250919113959_0115
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805473711,+174.738589384,+90.691,+46.500,+0.00,+85.50,-44.90,+6.90,+85.90,+9.90,0.0,0.6,0.0,0,0,,50,0.01206,0.01160,0.02461,1.60000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:41:40.488978,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,7f630b1aa7154123b91e66d2f8eeb3b6,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,212,1,12176.000 10292.000 12067.000 10628.000,NIR,860(+/-26)nm,13553.165,1.000,1942,0.917817,4,3200,1581F5FKD238100D5238,4,20250919114121_0152
1.6,MS_R_CAMERA,RTK,RtkAlt,-36.805495500,+174.737474462,+99.298,+55.133,+0.00,+97.90,-89.90,+3.90,+98.10,+0.60,-0.6,4.2,0.2,0,0,,50,0.01213,0.01158,0.02472,1.80000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2185.320068359375,2188.100097656250,3.239990234375,-21.327026367188,0.005409639794,-0.041799500585,-0.001311820000,-0.001172650023,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:39:57.675073,Electronic,5J2O3ARRC7L0CC,M3M,1581F5FKD238100D5238,5428816058e549aaab461fc27253edbb,25.270020,5.766968,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922707e-01,1.418118e-02,-8.510752e+00,-1.547667e-02,9.896930e-01,5.574044e+01,1.762008e-07,-1.117101e-06,1.000000e+00",0,"-0.000130952, 1.701803e-06, -4.943783e-09, 7.963970e-12, -5.783830e-15, 1.597196e-18",1,2,215,1,14350.000 12198.000 14330.000 12571.000,Red,650(+/-16)nm,17408.355,2.157,1953,0.571341,2,3200,1581F5FKD238100D5238,2,20250919113938_0105
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805511108,+174.737951267,+96.161,+51.997,+0.00,+86.10,-44.90,+7.60,+85.70,-3.10,0.2,4.3,0.4,0,0,,50,0.01205,0.01161,0.02453,1.40000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:41:26.209827,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,4aadcd787ad64ce2a41809db00ff7fc1,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,177,1,13689.000 11617.000 13615.000 11941.000,NIR,860(+/-26)nm,13394.475,1.182,1953,0.917817,4,3200,1581F5FKD238100D5238,4,20250919114107_0145
1.6,MS_R_CAMERA,RTK,RtkAlt,-36.805591994,+174.740258170,+93.916,+49.755,+0.00,+97.90,-89.90,+4.50,+98.10,-0.50,-0.6,4.2,0.0,0,0,,50,0.01202,0.01147,0.02451,1.00000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2185.320068359375,2188.100097656250,3.239990234375,-21.327026367188,0.005409639794,-0.041799500585,-0.001311820000,-0.001172650023,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:38:35.994376,Electronic,5J2O3ARRC7L0CC,M3M,1581F5FKD238100D5238,08f580a75efa4293ab17064cbd47b969,25.270020,5.766968,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922707e-01,1.418118e-02,-8.510752e+00,-1.547667e-02,9.896930e-01,5.574044e+01,1.762008e-07,-1.117101e-06,1.000000e+00",0,"-0.000130952, 1.701803e-06, -4.943783e-09, 7.963970e-12, -5.783830e-15, 1.597196e-18",1,2,14,1,14654.000 12471.000 14702.000 12897.000,Red,650(+/-16)nm,18165.518,1.619,1953,0.571341,2,3200,1581F5FKD238100D5238,2,20250919113817_0065
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805469130,+174.739160083,+95.226,+51.054,+0.00,+97.80,-89.90,+4.60,+98.00,-0.80,-0.6,4.2,0.0,0,0,,50,0.01209,0.01160,0.02460,1.60000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:38:13.534233,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,45501be346ed45688891e649363e75c2,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,215,1,14733.000 12546.000 14785.000 12962.000,NIR,860(+/-26)nm,13722.232,1.016,1547,0.917817,4,3200,1581F5FKD238100D5238,4,20250919113754_0054
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805495671,+174.737474448,+99.298,+55.133,+0.00,+97.90,-89.90,+3.90,+98.10,+0.60,-0.6,4.2,0.2,0,0,,50,0.01213,0.01158,0.02472,1.80000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:39:57.675369,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,5428816058e549aaab461fc27253edbb,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,215,1,14350.000 12198.000 14330.000 12571.000,NIR,860(+/-26)nm,13148.110,1.000,1358,0.917817,4,3200,1581F5FKD238100D5238,4,20250919113938_0105
1.6,MS_R_CAMERA,RTK,RtkAlt,-36.805457512,+174.739060700,+95.345,+51.171,+180.00,-82.10,-90.00,+7.20,+98.10,+2.30,-0.4,4.4,0.0,0,0,,50,0.01210,0.01157,0.02463,1.60000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2185.320068359375,2188.100097656250,3.239990234375,-21.327026367188,0.005409639794,-0.041799500585,-0.001311820000,-0.001172650023,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:38:11.480127,Electronic,5J2O3ARRC7L0CC,M3M,1581F5FKD238100D5238,bc89233483824206ba1c10d14380b3c7,25.270020,5.766968,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922707e-01,1.418118e-02,-8.510752e+00,-1.547667e-02,9.896930e-01,5.574044e+01,1.762008e-07,-1.117101e-06,1.000000e+00",0,"-0.000130952, 1.701803e-06, -4.943783e-09, 7.963970e-12, -5.783830e-15, 1.597196e-18",1,2,210,1,14723.000 12531.000 14765.000 12947.000,Red,650(+/-16)nm,18110.312,2.157,1953,0.571341,2,3200,1581F5FKD238100D5238,2,20250919113752_0053
1.6,MS_R_CAMERA,RTK,RtkAlt,-36.805696595,+174.740236109,+91.103,+46.943,+0.00,-82.20,-89.90,-6.90,-82.00,-4.60,0.5,-4.3,-0.2,0,0,,50,0.01220,0.01170,0.02491,1.40000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2185.320068359375,2188.100097656250,3.239990234375,-21.327026367188,0.005409639794,-0.041799500585,-0.001311820000,-0.001172650023,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:36:29.381600,Electronic,5J2O3ARRC7L0CC,M3M,1581F5FKD238100D5238,a72743692d324f6589269f51fb31d4a0,25.270020,5.766968,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922707e-01,1.418118e-02,-8.510752e+00,-1.547667e-02,9.896930e-01,5.574044e+01,1.762008e-07,-1.117101e-06,1.000000e+00",0,"-0.000130952, 1.701803e-06, -4.943783e-09, 7.963970e-12, -5.783830e-15, 1.597196e-18",1,2,215,1,15257.000 12999.000 14995.000 13102.000,Red,650(+/-16)nm,18433.816,1.044,1953,0.571341,2,3200,1581F5FKD238100D5238,2,20250919113610_0003
1.6,MS_G_CAMERA,RTK,RtkAlt,-36.805286967,+174.737560660,+102.237,+58.119,+0.00,+97.60,-89.90,+8.00,+98.00,+2.40,-0.6,4.3,-1.0,0,0,,50,0.01223,0.01164,0.02485,1.00000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2181.139892578125,2183.000000000000,10.550048828125,2.455017089844,0.007797109894,-0.043786898255,-0.001427249983,-0.000858979009,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:37:40.837952,Electronic,5HZO3AGGC630DE,M3M,1581F5FKD238100D5238,b77dc0b2d5c74a7799b0fe701d38c65b,32.580078,29.549011,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.922765e-01,1.110543e-02,-1.126713e+01,-1.325014e-02,9.908519e-01,2.789460e+01,-5.049450e-07,-1.265397e-06,1.000000e+00",0,"-0.000151862, 1.791861e-06, -5.125924e-09, 8.050445e-12, -5.708480e-15, 1.538213e-18",1,2,135,1,13485.000 11447.000 13480.000 11873.000,Green,560(+/-16)nm,20928.191,2.679,1953,0.512913,1,3200,1581F5FKD238100D5238,1,20250919113721_0038
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805547155,+174.739859693,+94.378,+50.220,+180.00,-82.10,-90.00,+5.00,+98.00,+0.10,-0.6,4.3,0.0,0,0,,50,0.01208,0.01157,0.02455,1.00000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:38:27.848644,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,33b01bebbca545d1bb884df0e67e028c,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,250,1,14439.000 12279.000 14472.000 12695.000,NIR,860(+/-26)nm,13787.372,1.044,1094,0.917817,4,3200,1581F5FKD238100D5238,4,20250919113808_0061
1.6,MS_NIR_CAMERA,RTK,RtkAlt,-36.805706270,+174.740336769,+90.853,+46.708,+180.00,+96.90,-90.00,-8.00,-82.10,-16.00,0.4,-4.6,-0.3,0,0,,50,0.01244,0.01176,0.02529,1.60000,AUKT00NZL0,2101,positionz-rt.linz.govt.nz,1,0,"2023-07-31;2205.260009765625,2206.780029296875,-22.030029296875,-27.093994140625,0.005586800165,-0.039736099541,-0.001695959945,-0.000788366015,0.000000000000",2170.000000,1296.000000,972.000000,2025-09-18T23:36:27.404250,Electronic,5J4O3AIRC3Q0AG,M3M,1581F5FKD238100D5238,68b9311805984466a154db9aa4a81495,0.000000,0.000000,"1.716200,0.000000,415.752014,0.000000,1.716200,309.813995,0.000000,0.000000,1.000000","9.867841e-01,2.693946e-02,6.325290e+00,-2.707129e-02,9.824314e-01,8.612610e+01,1.769609e-06,-1.422967e-06,1.000000e+00",0,"-0.000015943, 1.333366e-06, -3.821700e-09, 6.403690e-12, -4.773525e-15, 1.338004e-18",1,2,210,1,14258.000 12140.000 13976.000 12241.000,NIR,860(+/-26)nm,14186.385,1.016,976,0.917817,4,3200,1581F5FKD238100D5238,4,20250919113608_0002
